Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
MO_188.bin.2	c__Gammaproteobacteria (UID4267)	119	544	284	81.17	8.10	51.11	1164204	35296	3461	3461	418	406	336	326	2856	2793	36.0	4.59	-100.00	-1	-1	103	404	33	4	0	0
MO_188.bin.20	k__Bacteria (UID1453)	901	171	117	84.82	0.85	0.00	547055	33130	1738	1738	397	376	314	295	4132	3793	39.5	6.59	-100.00	-1	-1	27	143	1	0	0	0
MO_188.bin.21	p__Cyanobacteria (UID2192)	79	584	458	93.89	2.18	8.33	1819033	91443	6024	6024	419	398	301	286	3205	2905	36.9	6.05	-100.00	-1	-1	31	541	12	0	0	0
MO_188.bin.22	k__Archaea (UID2)	207	149	107	62.47	19.61	0.00	5864603	248860	33981	33981	255	246	172	165	5342	5105	37.3	6.90	-100.00	-1	-1	51	64	24	9	0	1
MO_188.bin.23	k__Archaea (UID2)	207	149	107	0.93	0.00	0.00	84743	2717	300	300	401	389	282	273	1365	1328	34.3	18.45	-100.00	-1	-1	147	2	0	0	0	0
MO_188.bin.24	p__Cyanobacteria (UID2192)	79	584	458	69.32	3.06	13.33	1165202	55617	4030	4030	406	387	289	275	1984	1878	35.3	7.09	-100.00	-1	-1	189	380	15	0	0	0
MO_188.bin.25	k__Bacteria (UID203)	5449	104	58	3.84	0.00	0.00	119192	2959	433	433	339	328	275	268	1267	1238	34.4	0.00	-100.00	-1	-1	94	10	0	0	0	0
MO_188.bin.26	k__Bacteria (UID1453)	901	171	117	72.17	2.56	25.00	896773	18563	2850	2850	386	379	314	308	2881	2803	35.0	4.75	-100.00	-1	-1	51	116	4	0	0	0
MO_188.bin.27	k__Bacteria (UID203)	5449	103	58	94.83	39.66	46.15	2767464	133557	8794	8794	434	412	314	299	8504	8158	36.0	6.07	-100.00	-1	-1	4	60	39	0	0	0
MO_188.bin.28	p__Cyanobacteria (UID2143)	129	472	368	87.53	3.12	7.14	2296055	82480	7354	7354	423	407	312	301	3199	3032	35.5	6.16	-100.00	-1	-1	73	385	14	0	0	0
MO_188.bin.29	p__Cyanobacteria (UID2192)	79	584	458	91.41	0.76	0.00	1751082	83208	5796	5796	408	389	302	287	2853	2726	36.2	5.53	-100.00	-1	-1	52	528	4	0	0	0
MO_188.bin.3	k__Bacteria (UID203)	5449	104	58	20.66	0.00	0.00	278007	14341	970	970	365	344	286	271	1876	1764	38.6	4.41	-100.00	-1	-1	85	19	0	0	0	0
MO_188.bin.30	p__Cyanobacteria (UID2189)	82	579	450	64.18	0.89	100.00	1157327	53881	3798	3798	415	395	304	290	2474	2385	36.8	4.84	-100.00	-1	-1	207	368	3	1	0	0
MO_188.bin.31	k__Bacteria (UID203)	5449	104	58	91.33	17.21	6.67	1328187	34255	4441	4441	362	352	299	291	2831	2718	35.3	5.84	-100.00	-1	-1	11	60	27	6	0	0
MO_188.bin.32	p__Cyanobacteria (UID2192)	79	584	458	96.07	1.27	14.29	1766116	82683	6029	6029	406	386	292	279	2810	2665	36.0	5.88	-100.00	-1	-1	29	548	7	0	0	0
MO_188.bin.33	root (UID1)	5656	56	24	8.33	0.00	0.00	292430	15541	817	817	729	692	357	338	1938	1877	40.0	5.90	-100.00	-1	-1	54	2	0	0	0	0
MO_188.bin.34	p__Cyanobacteria (UID2189)	82	579	450	97.48	1.48	22.22	1890192	94079	5785	5785	437	415	326	310	2887	2763	37.2	5.98	-100.00	-1	-1	13	557	9	0	0	0
MO_188.bin.35	f__Flavobacteriaceae (UID2845)	53	548	298	82.93	1.96	0.00	878423	50644	2772	2772	394	372	316	298	2413	2194	37.0	5.27	-100.00	-1	-1	97	444	7	0	0	0
MO_188.bin.36	root (UID1)	5656	56	24	0.00	0.00	0.00	57683	2826	206	206	405	380	280	266	1004	954	35.4	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_188.bin.37	p__Cyanobacteria (UID2192)	79	584	458	59.83	0.44	50.00	858681	39505	3028	3028	393	376	283	270	2814	2654	36.4	5.82	-100.00	-1	-1	236	346	2	0	0	0
MO_188.bin.38	o__Sphingomonadales (UID3310)	26	569	293	57.94	0.00	0.00	548016	16939	1870	1870	367	354	293	283	1508	1454	36.4	5.78	-100.00	-1	-1	235	334	0	0	0	0
MO_188.bin.39	c__Alphaproteobacteria (UID3305)	564	349	230	95.72	0.22	0.00	1177997	28912	3667	3667	381	373	321	313	1969	1878	34.3	6.30	-100.00	-1	-1	15	333	1	0	0	0
MO_188.bin.4	k__Bacteria (UID203)	5449	104	58	2.51	0.00	0.00	112666	3033	371	371	388	381	303	295	2428	2320	35.3	2.79	-100.00	-1	-1	97	7	0	0	0	0
MO_188.bin.40	c__Gammaproteobacteria (UID4202)	67	481	276	96.42	5.71	9.52	2009511	61464	5449	5449	460	447	368	357	4510	4293	38.0	4.95	-100.00	-1	-1	28	436	15	2	0	0
MO_188.bin.41	k__Bacteria (UID203)	5449	103	58	1.72	0.00	0.00	88299	4704	307	307	431	406	287	272	1234	1108	35.2	5.70	-100.00	-1	-1	102	1	0	0	0	0
MO_188.bin.42	root (UID1)	5656	56	24	0.00	0.00	0.00	103080	2732	352	352	368	362	292	285	1129	1086	35.0	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_188.bin.43	p__Cyanobacteria (UID2192)	79	584	458	37.91	0.44	0.00	492755	22897	1648	1648	408	389	299	285	2243	2142	35.8	5.93	-100.00	-1	-1	382	200	2	0	0	0
MO_188.bin.44	p__Cyanobacteria (UID2192)	79	584	458	94.76	0.22	0.00	1575697	80462	5256	5256	414	391	299	284	4987	4665	37.7	5.88	-100.00	-1	-1	30	553	1	0	0	0
MO_188.bin.45	root (UID1)	5656	56	24	0.00	0.00	0.00	158795	7100	551	551	407	390	288	275	3272	3094	36.8	6.12	-100.00	-1	-1	56	0	0	0	0	0
MO_188.bin.46	k__Bacteria (UID203)	5449	104	58	26.18	1.72	100.00	305952	14801	942	942	410	389	324	309	2383	2182	39.1	4.76	-100.00	-1	-1	81	22	1	0	0	0
MO_188.bin.47	root (UID1)	5656	56	24	0.00	0.00	0.00	114382	7875	251	251	1145	1058	455	424	1632	1534	42.8	6.70	-100.00	-1	-1	56	0	0	0	0	0
MO_188.bin.48	c__Deltaproteobacteria (UID3216)	83	247	155	72.19	1.29	0.00	2479567	63687	6396	6396	491	476	387	377	4898	4813	35.3	6.13	-100.00	-1	-1	64	181	2	0	0	0
MO_188.bin.49	k__Bacteria (UID203)	5449	104	58	63.56	0.00	0.00	1043944	24077	3489	3489	363	354	299	292	1619	1574	35.5	5.03	-100.00	-1	-1	59	45	0	0	0	0
MO_188.bin.5	o__Rhizobiales (UID3447)	356	416	249	92.03	0.80	50.00	974792	36262	3167	3167	376	361	307	296	1562	1507	37.5	7.15	-100.00	-1	-1	59	355	2	0	0	0
MO_188.bin.50	f__Rhodobacteraceae (UID3361)	46	654	332	98.03	1.38	16.67	1584348	39734	4969	4969	378	369	318	310	2510	2451	35.6	6.71	-100.00	-1	-1	14	634	6	0	0	0
MO_188.bin.51	k__Bacteria (UID203)	5449	104	58	14.14	0.00	0.00	151481	3907	536	536	361	352	282	275	1194	1173	34.7	2.35	-100.00	-1	-1	95	9	0	0	0	0
MO_188.bin.52	p__Cyanobacteria (UID2189)	82	579	450	94.67	1.33	14.29	1897497	90344	6076	6076	425	406	312	297	3801	3624	37.4	6.44	-100.00	-1	-1	28	544	7	0	0	0
MO_188.bin.53	o__Sphingomonadales (UID3310)	26	569	293	72.53	0.59	50.00	642445	18123	2213	2213	364	355	290	282	1529	1478	35.7	6.21	-100.00	-1	-1	164	401	4	0	0	0
MO_188.bin.54	k__Bacteria (UID203)	5449	103	58	6.90	0.00	0.00	631450	28145	2614	2614	351	337	241	230	2622	2547	36.9	5.15	-100.00	-1	-1	99	4	0	0	0	0
MO_188.bin.55	root (UID1)	5656	56	24	12.50	0.00	0.00	88480	3079	314	314	360	349	281	271	1013	982	38.6	2.81	-100.00	-1	-1	53	3	0	0	0	0
MO_188.bin.56	k__Bacteria (UID203)	5449	104	58	21.47	0.00	0.00	616737	18951	1916	1916	405	393	321	311	1938	1855	36.0	3.97	-100.00	-1	-1	84	20	0	0	0	0
MO_188.bin.57	f__Rhodobacteraceae (UID3356)	67	617	330	86.33	3.81	25.81	1191349	31188	4055	4055	359	350	293	286	1617	1568	34.9	6.81	-100.00	-1	-1	84	504	28	1	0	0
MO_188.bin.58	k__Bacteria (UID1453)	901	171	117	27.63	2.93	0.00	988640	45419	3174	3174	450	429	311	297	6958	6411	36.3	6.20	-100.00	-1	-1	116	46	8	1	0	0
MO_188.bin.59	c__Deltaproteobacteria (UID3216)	83	247	155	19.13	0.69	0.00	937824	34173	3629	3629	410	394	258	249	3963	3742	35.5	8.08	-100.00	-1	-1	193	51	3	0	0	0
MO_188.bin.6	root (UID1)	5656	56	24	0.00	0.00	0.00	138656	6560	521	521	387	365	266	253	1235	1195	35.8	5.01	-100.00	-1	-1	56	0	0	0	0	0
MO_188.bin.7	k__Bacteria (UID203)	5449	104	58	13.10	1.72	0.00	164196	3163	539	539	389	384	304	298	1814	1736	34.5	4.02	-100.00	-1	-1	92	11	1	0	0	0
MO_188.bin.8	p__Cyanobacteria (UID2192)	79	584	458	96.72	5.90	67.74	2233389	109515	7523	7523	424	404	296	282	3014	2807	36.1	5.53	-100.00	-1	-1	18	535	31	0	0	0
MO_188.bin.9	k__Bacteria (UID1453)	901	171	117	15.60	0.00	0.00	141337	2732	521	521	339	331	271	266	1112	1092	35.5	0.00	-100.00	-1	-1	132	39	0	0	0	0
MO_192.bin.1	c__Deltaproteobacteria (UID3216)	83	247	155	7.19	0.65	0.00	119407	4442	388	388	410	394	307	296	1488	1440	37.6	4.22	-100.00	-1	-1	215	31	1	0	0	0
MO_192.bin.10	p__Cyanobacteria (UID2189)	82	579	450	94.81	3.85	3.85	1991273	93084	6466	6466	417	397	307	293	4813	4402	37.0	6.78	-100.00	-1	-1	28	529	20	2	0	0
MO_192.bin.11	k__Bacteria (UID203)	5449	102	56	1.79	0.00	0.00	321430	14822	1214	1214	393	375	264	252	1797	1726	36.5	6.12	-100.00	-1	-1	91	11	0	0	0	0
MO_192.bin.12	k__Bacteria (UID3187)	2258	188	117	41.67	0.85	0.00	1528845	33306	4060	4060	493	479	376	368	3248	3202	36.3	5.80	-100.00	-1	-1	116	71	1	0	0	0
MO_192.bin.13	c__Deltaproteobacteria (UID3217)	62	280	168	36.57	0.60	100.00	442475	17705	1474	1474	388	375	300	288	1430	1362	39.0	4.47	-100.00	-1	-1	165	113	2	0	0	0
MO_192.bin.14	c__Deltaproteobacteria (UID3217)	62	280	168	79.73	3.97	0.00	1109281	42939	3511	3511	399	384	315	303	1604	1547	39.0	5.62	-100.00	-1	-1	46	225	9	0	0	0
MO_192.bin.15	k__Bacteria (UID1453)	901	171	117	96.93	0.85	0.00	605133	36755	1894	1894	404	381	319	300	8352	7651	39.7	6.34	-100.00	-1	-1	5	165	1	0	0	0
MO_192.bin.16	k__Bacteria (UID2982)	88	230	148	90.88	1.58	50.00	369898	13610	1170	1170	413	400	316	304	1908	1819	38.9	6.06	-100.00	-1	-1	14	214	1	1	0	0
MO_192.bin.17	p__Cyanobacteria (UID2189)	82	579	450	91.78	0.89	0.00	1808493	86248	5820	5820	425	405	310	295	3801	3624	37.4	6.28	-100.00	-1	-1	42	532	5	0	0	0
MO_192.bin.18	p__Cyanobacteria (UID2192)	79	584	458	88.46	3.06	52.94	1494340	75686	5125	5125	410	391	291	276	7216	6535	37.5	5.40	-100.00	-1	-1	60	512	11	0	1	0
MO_192.bin.19	p__Cyanobacteria (UID2192)	79	584	458	83.96	3.60	40.91	1881290	90420	6403	6403	407	387	293	279	3307	3124	35.7	5.54	-100.00	-1	-1	89	477	16	2	0	0
MO_192.bin.2	k__Bacteria (UID1453)	901	171	117	59.97	8.12	0.00	1108289	19280	3734	3734	369	363	296	291	2365	2309	34.9	4.56	-100.00	-1	-1	73	85	13	0	0	0
MO_192.bin.20	k__Bacteria (UID203)	5449	104	58	12.85	0.00	0.00	470503	14523	1509	1509	395	383	311	302	1874	1772	35.5	6.21	-100.00	-1	-1	91	13	0	0	0	0
MO_192.bin.21	c__Alphaproteobacteria (UID3305)	564	349	230	50.46	1.96	0.00	696498	15078	2393	2393	362	353	291	284	1701	1662	35.7	5.97	-100.00	-1	-1	160	183	6	0	0	0
MO_192.bin.22	root (UID1)	5656	56	24	0.00	0.00	0.00	134653	5856	574	574	346	333	234	224	1546	1470	37.1	4.16	-100.00	-1	-1	56	0	0	0	0	0
MO_192.bin.23	k__Bacteria (UID203)	5449	104	58	40.52	0.00	0.00	588253	16359	2003	2003	371	361	293	285	2774	2639	35.4	4.68	-100.00	-1	-1	77	27	0	0	0	0
MO_192.bin.24	p__Cyanobacteria (UID2192)	79	584	458	19.89	0.22	0.00	306204	15261	1068	1068	399	382	286	272	2851	2699	37.3	5.81	-100.00	-1	-1	455	128	1	0	0	0
MO_192.bin.25	k__Bacteria (UID203)	5449	103	57	7.02	0.00	0.00	114427	3894	371	371	417	398	308	297	1445	1432	37.8	4.81	-100.00	-1	-1	98	5	0	0	0	0
MO_192.bin.26	p__Cyanobacteria (UID2192)	79	584	458	37.77	0.73	0.00	953020	44494	3521	3521	391	371	270	258	2634	2426	36.4	5.78	-100.00	-1	-1	366	214	4	0	0	0
MO_192.bin.27	p__Cyanobacteria (UID2192)	79	584	458	96.62	2.30	15.38	2148612	103602	7148	7148	411	391	300	286	4664	4361	36.1	6.02	-100.00	-1	-1	20	553	10	1	0	0
MO_192.bin.28	k__Bacteria (UID203)	5449	103	57	21.53	0.00	0.00	175019	3846	524	524	453	444	334	326	1816	1762	35.7	8.03	-100.00	-1	-1	85	18	0	0	0	0
MO_192.bin.29	root (UID1)	5656	56	24	0.00	0.00	0.00	183517	8245	632	632	386	368	290	277	2409	2302	38.7	3.57	-100.00	-1	-1	56	0	0	0	0	0
MO_192.bin.3	k__Bacteria (UID203)	5449	102	56	15.26	0.00	0.00	213609	8068	691	691	407	394	309	297	1975	1858	37.1	4.23	-100.00	-1	-1	85	17	0	0	0	0
MO_192.bin.4	root (UID1)	5656	56	24	0.00	0.00	0.00	57056	2566	226	226	362	345	252	241	1401	1337	35.3	2.33	-100.00	-1	-1	56	0	0	0	0	0
MO_192.bin.5	k__Bacteria (UID203)	5449	104	58	2.30	0.00	0.00	76111	1477	268	268	347	341	283	278	1968	1918	34.4	3.44	-100.00	-1	-1	102	2	0	0	0	0
MO_192.bin.6	p__Cyanobacteria (UID2192)	79	584	458	54.94	1.38	36.36	971302	44717	3455	3455	389	371	281	268	3596	3373	35.7	5.47	-100.00	-1	-1	261	312	11	0	0	0
MO_192.bin.7	root (UID1)	5656	56	24	0.00	0.00	0.00	174222	8233	608	608	399	380	286	273	3047	2879	36.2	3.84	-100.00	-1	-1	56	0	0	0	0	0
MO_192.bin.8	p__Cyanobacteria (UID2143)	129	471	368	31.36	0.00	0.00	591311	21601	2021	2021	392	378	292	281	2068	1988	34.2	6.44	-100.00	-1	-1	327	144	0	0	0	0
MO_192.bin.9	c__Gammaproteobacteria (UID4444)	263	504	231	61.25	0.43	0.00	751877	20283	2418	2418	390	379	310	302	2833	2763	36.0	3.73	-100.00	-1	-1	201	302	1	0	0	0
MO_197.bin.1	k__Bacteria (UID1453)	901	171	117	51.84	0.85	0.00	335531	6412	1148	1148	366	361	292	286	1733	1706	34.5	3.92	-100.00	-1	-1	89	81	1	0	0	0
MO_197.bin.10	k__Bacteria (UID203)	5449	104	58	37.93	0.00	0.00	985751	21838	3357	3357	365	357	293	287	1852	1715	35.9	5.25	-100.00	-1	-1	77	27	0	0	0	0
MO_197.bin.11	f__Rhodobacteraceae (UID3340)	84	568	330	29.00	0.91	0.00	327227	7738	1174	1174	345	338	278	272	1847	1807	34.5	8.91	-100.00	-1	-1	392	170	6	0	0	0
MO_197.bin.12	c__Alphaproteobacteria (UID3305)	564	349	230	61.48	2.55	50.00	890042	19519	2932	2932	372	364	303	296	2166	2112	35.8	5.90	-100.00	-1	-1	134	207	8	0	0	0
MO_197.bin.13	c__Deltaproteobacteria (UID3216)	83	247	155	38.27	2.69	66.67	567310	16026	1914	1914	386	373	296	288	1718	1681	35.9	4.89	-100.00	-1	-1	161	80	6	0	0	0
MO_197.bin.14	root (UID1)	5656	56	24	4.17	0.00	0.00	144481	2590	438	438	414	404	329	323	2380	2306	37.0	5.09	-100.00	-1	-1	55	1	0	0	0	0
MO_197.bin.15	k__Bacteria (UID203)	5449	104	58	36.90	0.00	0.00	655269	19987	2047	2047	401	391	320	310	1820	1783	36.1	5.29	-100.00	-1	-1	79	25	0	0	0	0
MO_197.bin.16	root (UID1)	5656	56	24	0.00	0.00	0.00	117360	5366	532	532	336	321	220	210	3642	3443	36.9	4.15	-100.00	-1	-1	56	0	0	0	0	0
MO_197.bin.17	k__Bacteria (UID203)	5449	104	58	0.78	0.31	0.00	84841	4624	425	425	270	251	199	188	1550	1447	41.0	5.70	-100.00	-1	-1	99	3	2	0	0	0
MO_197.bin.18	root (UID1)	5656	56	24	0.00	0.00	0.00	78051	3242	624	624	140	134	125	119	873	837	38.0	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_197.bin.19	c__Gammaproteobacteria (UID4267)	119	544	284	39.91	0.91	0.00	539775	17227	1772	1772	404	390	304	294	2296	2148	36.0	4.46	-100.00	-1	-1	326	214	4	0	0	0
MO_197.bin.2	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	73122	2183	246	246	381	369	297	288	1137	1103	36.4	0.00	-100.00	-1	-1	100	4	0	0	0	0
MO_197.bin.20	k__Bacteria (UID203)	5449	104	58	31.03	0.00	0.00	357088	9225	1253	1253	352	343	284	277	1309	1267	34.9	2.74	-100.00	-1	-1	84	20	0	0	0	0
MO_197.bin.21	k__Bacteria (UID2565)	2921	143	88	88.53	3.41	33.33	1200635	23342	3392	3392	447	438	353	347	2844	2799	36.2	6.06	-100.00	-1	-1	11	129	3	0	0	0
MO_197.bin.22	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	213411	5896	741	741	373	362	288	280	1485	1433	34.5	6.76	-100.00	-1	-1	88	16	0	0	0	0
MO_197.bin.23	c__Deltaproteobacteria (UID3216)	83	247	155	77.90	0.38	0.00	1109891	42771	3650	3650	389	374	304	292	2367	2286	37.4	5.14	-100.00	-1	-1	57	188	2	0	0	0
MO_197.bin.24	c__Deltaproteobacteria (UID3216)	83	247	155	15.48	0.00	0.00	81745	2346	294	294	362	352	278	270	1089	1067	37.2	0.00	-100.00	-1	-1	200	47	0	0	0	0
MO_197.bin.25	root (UID1)	5656	56	24	0.00	0.00	0.00	77736	3060	430	430	227	216	180	173	1497	1405	39.5	3.86	-100.00	-1	-1	56	0	0	0	0	0
MO_197.bin.26	k__Bacteria (UID203)	5449	103	58	13.79	0.00	0.00	189073	9712	647	647	436	415	292	277	3425	3169	37.6	5.59	-100.00	-1	-1	95	8	0	0	0	0
MO_197.bin.27	k__Bacteria (UID203)	5449	104	58	3.61	0.00	0.00	105712	3522	347	347	387	376	304	294	1500	1463	36.5	3.77	-100.00	-1	-1	101	3	0	0	0	0
MO_197.bin.28	k__Bacteria (UID1453)	901	171	117	39.74	1.80	0.00	358335	8155	1219	1219	365	355	293	287	1652	1623	36.5	4.08	-100.00	-1	-1	104	64	3	0	0	0
MO_197.bin.29	k__Bacteria (UID203)	5449	104	58	18.97	0.00	0.00	202670	7043	645	645	434	419	314	303	1796	1745	36.4	5.45	-100.00	-1	-1	91	13	0	0	0	0
MO_197.bin.3	k__Bacteria (UID203)	5449	104	58	87.93	16.54	65.52	1090013	25839	3423	3423	390	381	318	310	5533	5250	34.8	7.21	-100.00	-1	-1	7	74	20	3	0	0
MO_197.bin.30	c__Gammaproteobacteria (UID4274)	112	581	290	31.06	0.17	0.00	282733	8039	924	924	403	391	305	297	1546	1484	36.5	5.96	-100.00	-1	-1	391	189	1	0	0	0
MO_197.bin.31	c__Deltaproteobacteria (UID3216)	83	247	155	90.97	1.13	0.00	1308279	48218	4290	4290	390	376	304	293	2410	2297	37.4	5.46	-100.00	-1	-1	19	225	3	0	0	0
MO_197.bin.32	c__Alphaproteobacteria (UID3305)	564	349	230	81.45	2.39	0.00	1278106	28728	4200	4200	378	370	304	297	3324	3160	36.0	5.18	-100.00	-1	-1	70	273	4	2	0	0
MO_197.bin.33	p__Cyanobacteria (UID2192)	79	584	458	59.21	0.66	0.00	1194156	54159	4598	4598	375	358	259	247	1903	1776	36.4	4.45	-100.00	-1	-1	220	361	3	0	0	0
MO_197.bin.34	root (UID1)	5656	56	24	12.50	4.17	0.00	722878	11948	2143	2143	411	403	337	331	4372	4286	35.7	5.79	-100.00	-1	-1	53	2	1	0	0	0
MO_197.bin.35	k__Bacteria (UID203)	5449	104	58	37.93	0.00	0.00	613725	12343	1983	1983	387	378	309	303	1982	1969	34.5	5.06	-100.00	-1	-1	77	27	0	0	0	0
MO_197.bin.4	c__Deltaproteobacteria (UID3216)	83	247	155	13.75	0.00	0.00	346412	12971	1123	1123	397	382	308	296	1483	1445	38.9	6.67	-100.00	-1	-1	198	49	0	0	0	0
MO_197.bin.5	c__Gammaproteobacteria (UID4267)	119	544	284	11.92	0.12	0.00	130892	3249	431	431	392	386	303	296	1300	1264	35.8	3.77	-100.00	-1	-1	467	76	1	0	0	0
MO_197.bin.6	k__Bacteria (UID1453)	901	171	117	81.74	3.85	0.00	873005	20397	2712	2712	393	384	321	314	4596	4395	34.9	7.58	-100.00	-1	-1	48	116	7	0	0	0
MO_197.bin.7	k__Bacteria (UID203)	5449	104	58	0.94	0.63	0.00	69370	3266	325	325	282	267	213	203	1362	1294	41.8	3.53	-100.00	-1	-1	98	2	4	0	0	0
MO_197.bin.8	k__Bacteria (UID1453)	901	171	117	30.01	1.71	50.00	561898	13367	1894	1894	374	365	296	289	2376	2301	34.9	3.57	-100.00	-1	-1	114	55	2	0	0	0
MO_197.bin.9	k__Bacteria (UID3187)	2258	190	119	33.44	0.00	0.00	516999	8501	1674	1674	378	372	308	303	2074	2059	37.2	5.23	-100.00	-1	-1	133	57	0	0	0	0
MO_199.bin.1	k__Bacteria (UID203)	5449	102	56	7.14	0.00	0.00	93232	3406	319	319	394	380	292	281	1585	1525	38.7	7.24	-100.00	-1	-1	97	5	0	0	0	0
MO_199.bin.10	c__Gammaproteobacteria (UID4274)	112	581	290	33.42	0.63	0.00	425013	15582	1428	1428	389	374	297	286	2426	2270	35.7	7.22	-100.00	-1	-1	369	209	3	0	0	0
MO_199.bin.11	p__Cyanobacteria (UID2192)	79	584	458	51.39	0.55	0.00	1008111	50634	3345	3345	416	398	301	286	2572	2346	37.2	6.48	-100.00	-1	-1	287	294	3	0	0	0
MO_199.bin.12	root (UID1)	5656	56	24	4.17	0.00	0.00	157372	7870	604	604	384	372	260	247	1769	1656	37.8	5.58	-100.00	-1	-1	55	1	0	0	0	0
MO_199.bin.13	root (UID1)	5656	56	24	12.50	0.00	0.00	123522	3469	390	390	394	383	316	307	1350	1318	36.1	3.55	-100.00	-1	-1	53	3	0	0	0	0
MO_199.bin.14	root (UID1)	5656	56	24	0.00	0.00	0.00	143956	7962	443	443	526	496	324	306	3367	3100	38.3	5.84	-100.00	-1	-1	56	0	0	0	0	0
MO_199.bin.2	c__Alphaproteobacteria (UID3305)	564	349	230	43.60	1.27	0.00	624826	14763	2121	2121	361	351	294	287	1739	1649	36.2	9.58	-100.00	-1	-1	205	138	6	0	0	0
MO_199.bin.3	p__Cyanobacteria (UID2192)	79	584	458	74.04	3.40	60.00	1561044	83137	5749	5749	399	379	271	257	4008	3549	38.0	6.16	-100.00	-1	-1	152	412	20	0	0	0
MO_199.bin.4	k__Bacteria (UID203)	5449	103	58	2.59	0.00	0.00	67028	3598	253	253	373	361	264	250	1507	1422	38.0	5.74	-100.00	-1	-1	101	2	0	0	0	0
MO_199.bin.5	p__Cyanobacteria (UID2192)	79	584	458	90.77	3.82	50.00	1734753	90971	5754	5754	429	408	301	285	3437	3169	37.6	6.05	-100.00	-1	-1	59	503	22	0	0	0
MO_199.bin.6	p__Cyanobacteria (UID2192)	79	584	458	87.77	1.53	0.00	1340923	68663	4361	4361	412	391	307	291	4721	4312	38.0	5.69	-100.00	-1	-1	66	509	9	0	0	0
MO_199.bin.7	root (UID1)	5656	56	24	4.63	0.00	0.00	222040	13241	672	672	542	498	330	310	3361	3133	37.4	7.10	-100.00	-1	-1	54	2	0	0	0	0
MO_199.bin.8	k__Archaea (UID2)	207	149	107	17.25	2.80	0.00	4709791	144815	30721	30731	188	183	153	148	6547	6274	43.7	10.60	-100.00	-1	-1	118	28	2	1	0	0
MO_199.bin.9	k__Bacteria (UID203)	5449	104	58	25.86	0.00	0.00	319900	9392	1061	1061	377	365	301	292	1987	1868	36.5	3.05	-100.00	-1	-1	86	18	0	0	0	0
MO_202.bin.1	c__Gammaproteobacteria (UID4267)	119	544	284	13.18	0.47	33.33	151507	3831	493	493	403	394	307	299	1546	1480	36.3	3.68	-100.00	-1	-1	458	83	3	0	0	0
MO_202.bin.10	c__Deltaproteobacteria (UID3216)	83	247	155	60.63	0.54	0.00	1502617	26450	4514	4514	408	400	332	327	2994	2950	36.8	5.36	-100.00	-1	-1	114	131	2	0	0	0
MO_202.bin.11	root (UID1)	5656	56	24	0.00	0.00	0.00	128847	5416	491	491	369	354	262	251	1256	1190	36.2	4.27	-100.00	-1	-1	56	0	0	0	0	0
MO_202.bin.12	k__Bacteria (UID203)	5449	103	57	4.15	0.00	0.00	96816	2213	332	332	416	400	291	284	2391	2333	38.1	4.57	-100.00	-1	-1	96	7	0	0	0	0
MO_202.bin.13	c__Deltaproteobacteria (UID3216)	83	247	155	8.63	0.00	0.00	131830	3767	434	434	405	390	303	295	1417	1372	35.7	6.02	-100.00	-1	-1	209	38	0	0	0	0
MO_202.bin.14	root (UID1)	5656	56	24	8.33	0.00	0.00	88282	3292	295	295	375	360	299	288	1289	1253	37.1	3.32	-100.00	-1	-1	54	2	0	0	0	0
MO_202.bin.15	root (UID1)	5656	56	24	1.85	1.85	0.00	71835	3629	338	338	292	271	212	201	1357	1283	41.5	5.50	-100.00	-1	-1	52	0	4	0	0	0
MO_202.bin.16	k__Bacteria (UID203)	5449	103	58	29.83	0.00	0.00	723549	27265	2465	2465	402	386	293	282	1712	1633	36.9	5.57	-100.00	-1	-1	76	27	0	0	0	0
MO_202.bin.17	c__Gammaproteobacteria (UID4267)	119	544	284	69.06	2.34	37.50	472615	19418	1597	1597	366	352	295	283	1778	1712	35.7	4.23	-100.00	-1	-1	137	399	8	0	0	0
MO_202.bin.18	k__Bacteria (UID203)	5449	104	58	13.79	0.00	0.00	275226	8449	904	904	390	375	304	295	1408	1377	36.0	6.95	-100.00	-1	-1	95	9	0	0	0	0
MO_202.bin.19	k__Archaea (UID2)	207	149	107	33.38	7.01	9.09	3780929	133004	25165	25167	187	181	150	144	3387	3238	38.7	8.26	-100.00	-1	-1	99	41	8	1	0	0
MO_202.bin.2	p__Cyanobacteria (UID2192)	79	584	458	97.53	1.97	40.00	1565169	82348	5304	5304	408	387	295	279	5813	5478	37.8	5.45	-100.00	-1	-1	15	559	10	0	0	0
MO_202.bin.20	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	125959	3717	403	403	378	370	312	303	2576	2522	35.8	6.19	-100.00	-1	-1	99	5	0	0	0	0
